Airline,Source,Destination,Route,Duration,Total_Stops,month,day in a month,Dep_hour,Dep_minute,Arrival_Hour,Arrival_Minute
IndiGo,Delhi,Cochin,DEL → BOM → COK,570,1,6,27,16,0,1,30
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,5,27,9,45,12,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,995,1,3,6,16,55,9,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,910,1,5,15,8,25,23,35
Air India,Delhi,Cochin,DEL → BLR → COK,1565,1,3,3,6,10,8,15
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,6,18,11,10,14,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,5,27,7,5,12,35
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,4,9,18,55,22,0
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,6,27,5,45,7,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,670,1,3,6,8,0,19,10
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,6,18,17,10,19,40
IndiGo,Delhi,Cochin,DEL → HYD → COK,490,1,5,9,14,20,22,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,6,6,18,55,19,50
Vistara,Banglore,New Delhi,BLR → DEL,160,0,3,9,19,40,22,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,730,1,3,6,16,55,5,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1295,1,6,15,15,0,12,35
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,2065,2,5,1,5,50,16,15
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,6,6,21,10,0,5
IndiGo,Delhi,Cochin,DEL → BOM → COK,895,1,5,24,10,35,1,30
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4,27,21,15,0,15
Air India,Delhi,Cochin,DEL → BOM → COK,375,1,5,21,13,0,19,15
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,3,9,19,45,19,15
Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,6,12,15,5,1,30
Jet Airways,Banglore,New Delhi,BLR → MAA → DEL,280,1,3,15,9,45,14,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,365,1,3,12,16,55,23,0
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,6,3,5,15,7,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,865,1,5,21,14,0,4,25
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4,18,6,5,8,50
Air India,Delhi,Cochin,DEL → BOM → COK,1660,1,3,24,4,0,7,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,6,27,9,0,19,0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1365,1,5,18,20,25,19,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,860,1,6,1,4,55,19,15
Air India,Kolkata,Banglore,CCU → DEL → BLR,925,1,5,21,17,30,8,55
Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,900,2,6,9,21,35,12,35
Air India,Delhi,Cochin,DEL → MAA → COK,965,1,4,1,17,20,9,25
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5,24,15,15,18,10
IndiGo,Delhi,Cochin,DEL → HYD → COK,940,1,5,15,6,50,22,30
IndiGo,Mumbai,Hyderabad,BOM → HYD,95,0,5,21,20,5,21,40
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,4,15,6,0,8,45
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,800,1,3,12,8,0,21,20
SpiceJet,Delhi,Cochin,DEL → BLR → COK,295,1,5,21,17,55,22,50
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,21,21,25,0,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,570,1,6,6,11,30,21,0
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,15,19,50,22,50
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1475,2,5,9,7,5,7,40
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,6,21,6,55,9,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,5,21,16,30,4,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,910,1,5,24,18,55,10,5
SpiceJet,Kolkata,Banglore,CCU → BLR,160,0,3,27,6,55,9,35
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,3,15,15,50,17,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,5,9,8,25,9,20
GoAir,Kolkata,Banglore,CCU → AMD → BLR,455,1,5,21,16,40,0,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,365,1,3,18,16,55,23,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,665,1,5,21,21,10,8,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,580,1,3,21,11,40,21,20
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,6,27,23,5,12,35
Vistara,Kolkata,Banglore,CCU → DEL → BLR,865,1,5,9,20,20,10,45
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,385,1,6,9,9,45,16,10
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,24,10,10,13,0
GoAir,Delhi,Cochin,DEL → BOM → COK,355,1,6,12,7,0,12,55
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,865,2,6,1,17,15,7,40
Jet Airways,Banglore,New Delhi,BLR → BDQ → DEL,390,1,3,1,5,50,12,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1355,1,3,6,20,35,19,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,6,24,11,30,19,15
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,15,23,30,2,20
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,18,19,35,21,55
IndiGo,Delhi,Cochin,DEL → HYD → COK,380,1,5,27,16,10,22,30
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,6,24,19,55,22,25
Air India,Kolkata,Banglore,CCU → JAI → DEL → BLR,725,2,5,9,8,20,20,25
Jet Airways,Banglore,New Delhi,BLR → DEL,160,0,3,21,19,55,22,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,5,21,11,30,19,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1025,1,5,15,6,30,23,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,520,1,4,9,10,35,19,15
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,5,3,22,20,0,40
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,6,15,11,40,19,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,5,12,6,30,19,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,6,12,7,30,19,15
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,6,21,25,0,5
IndiGo,Delhi,Cochin,DEL → BOM → COK,750,1,6,9,8,30,21,0
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,755,1,3,6,9,45,22,20
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,18,8,20,11,20
Air India,Banglore,New Delhi,BLR → HYD → DEL,615,1,3,21,8,15,18,30
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,24,8,30,11,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,4,1,8,25,16,20
Air India,Delhi,Cochin,DEL → BOM → COK,615,1,5,27,9,0,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,6,3,10,0,1,30
Air India,Delhi,Cochin,DEL → COK,185,0,3,21,18,5,21,10
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,6,18,11,35,14,0
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5,24,22,15,0,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,5,27,14,0,1,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,805,1,5,27,15,0,4,25
Air Asia,Kolkata,Banglore,CCU → BLR,155,0,6,1,10,20,12,55
Air Asia,Delhi,Cochin,DEL → BLR → COK,870,1,6,1,7,55,22,25
Air India,Banglore,New Delhi,BLR → AMD → DEL,1405,1,3,3,0,30,23,55
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3,18,11,35,14,0
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,6,15,7,55,13,25
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,5,27,19,10,12,35
GoAir,Kolkata,Banglore,CCU → HYD → BLR,470,1,3,24,6,35,14,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1005,1,6,12,17,0,9,45
IndiGo,Banglore,Delhi,BLR → DEL,165,0,6,6,1,30,4,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,860,1,3,27,6,40,21,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,585,1,6,9,9,15,19,0
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,24,22,5,0,25
Air Asia,Delhi,Cochin,DEL → BLR → COK,865,1,5,21,16,45,7,10
IndiGo,Delhi,Cochin,DEL → COK,195,0,3,9,5,35,8,50
IndiGo,Delhi,Cochin,DEL → PNQ → COK,305,1,6,1,23,30,4,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,485,1,3,6,17,30,1,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,6,9,9,0,19,0
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,3,24,19,35,21,5
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,3,9,13,15,9,25
Vistara,Kolkata,Banglore,CCU → DEL → BLR,865,1,5,6,20,20,10,45
Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,1140,2,6,6,9,25,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1105,1,5,18,10,0,4,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,6,1,10,0,1,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,6,15,7,5,12,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,570,1,6,9,16,0,1,30
Air India,Delhi,Cochin,DEL → BLR → COK,875,1,3,27,17,40,8,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1285,1,6,12,18,55,16,20
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,565,1,6,12,13,5,22,30
Air Asia,Delhi,Cochin,DEL → BLR → COK,865,1,6,27,16,45,7,10
GoAir,Delhi,Cochin,DEL → BOM → COK,355,1,6,24,7,0,12,55
IndiGo,Banglore,Delhi,BLR → DEL,165,0,6,1,6,5,8,50
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,6,15,10,55,7,40
Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,1735,2,3,21,13,55,18,50
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,5,9,8,45,13,15
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1745,1,5,1,17,0,22,5
Vistara,Kolkata,Banglore,CCU → DEL → BLR,765,1,5,1,20,20,9,5
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,305,1,3,24,15,10,20,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1100,1,3,12,18,55,13,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1355,1,5,21,14,0,12,35
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,265,1,4,6,19,20,23,45
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,580,1,3,1,11,40,21,20
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,600,2,3,21,18,25,4,25
Air India,Delhi,Cochin,DEL → BLR → COK,1010,1,3,21,6,10,23,0
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,340,1,5,21,16,35,22,15
GoAir,Banglore,Delhi,BLR → DEL,170,0,6,6,11,40,14,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,6,12,7,30,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,4,9,8,45,19,15
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,920,1,6,6,7,10,22,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,6,9,6,30,16,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,6,9,20,0,9,20
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,5,18,13,25,12,35
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,6,15,22,20,0,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1505,1,6,24,11,30,12,35
Air India,Kolkata,Banglore,CCU → BLR,155,0,4,6,20,45,23,20
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,3,18,25,21,20
Vistara,Kolkata,Banglore,CCU → DEL → BLR,790,1,6,6,7,10,20,20
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,18,13,15,15,35
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,6,24,7,35,16,10
IndiGo,Delhi,Cochin,DEL → BOM → COK,860,1,3,9,6,40,21,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,5,21,17,30,1,30
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,15,20,0,22,50
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1750,1,3,24,17,0,22,10
IndiGo,Delhi,Cochin,DEL → MAA → COK,325,1,5,9,2,0,7,25
Vistara,Banglore,Delhi,BLR → DEL,170,0,6,12,11,30,14,20
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,1,20,0,22,50
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,5,1,22,20,0,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,5,18,10,20,19,15
IndiGo,Delhi,Cochin,DEL → MAA → COK,315,1,5,27,7,15,12,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,685,1,5,12,8,25,19,50
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6,6,18,25,21,20
Air India,Delhi,Cochin,DEL → COK,170,0,3,6,5,10,8,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,510,1,5,9,14,5,22,35
IndiGo,Kolkata,Banglore,CCU → BBI → BLR,220,1,4,24,19,35,23,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1425,1,5,9,19,15,19,0
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,810,2,6,6,8,20,21,50
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,6,3,10,20,11,50
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,6,24,16,40,19,15
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,2040,2,3,21,18,25,4,25
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,865,1,4,1,18,55,9,20
Jet Airways,Delhi,Cochin,DEL → BOM → COK,925,1,3,6,13,0,4,25
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4,12,15,30,18,5
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,565,3,5,15,11,35,21,0
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,5,18,6,55,9,30
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,15,4,0,6,50
Air India,Delhi,Cochin,DEL → COK,170,0,6,12,5,10,8,0
Air India,Banglore,New Delhi,BLR → BOM → IDR → DEL,1705,2,3,3,6,45,11,10
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,21,6,25,7,55
Air India,Kolkata,Banglore,CCU → BOM → TRV → BLR,1505,2,5,24,9,25,10,30
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,870,1,5,24,20,25,10,55
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1350,1,5,24,20,20,18,50
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,5,21,5,5,12,10
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,1095,2,6,12,18,20,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,435,1,5,15,18,15,1,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1050,1,3,21,16,55,10,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,3,9,4,0,12,55
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,27,8,30,11,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1235,1,3,6,11,40,8,15
Air India,Kolkata,Banglore,CCU → BOM → AMD → BLR,1200,2,6,6,9,25,5,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,490,1,3,27,12,50,21,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1025,1,6,9,18,55,12,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,555,1,3,21,10,0,19,15
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,4,12,9,0,11,25
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,6,24,20,0,4,25
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,5,18,23,5,12,35
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,1,13,0,15,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,360,1,5,27,13,0,19,0
Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,1105,2,6,6,14,30,8,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,845,1,5,15,4,55,19,0
Air India,Delhi,Cochin,DEL → BLR → COK,1350,1,6,12,9,45,8,15
Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,1530,2,4,1,16,50,18,20
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3,3,2,30,4,0
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,5,3,9,0,11,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,935,1,3,21,5,45,21,20
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,1,14,45,17,5
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1575,1,3,24,21,10,23,25
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,5,27,18,55,22,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,5,15,6,0,19,0
Air India,Delhi,Cochin,DEL → BLR → COK,1125,1,3,27,13,30,8,15
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4,21,21,15,0,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,705,1,6,1,9,15,21,0
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,6,12,10,20,11,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1325,1,6,9,20,55,19,0
Vistara,Banglore,New Delhi,BLR → AMD → DEL,1665,1,3,15,6,40,10,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,940,1,6,3,20,55,12,35
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3,9,9,0,11,30
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,6,24,19,5,20,35
IndiGo,Delhi,Cochin,DEL → BLR → COK,310,1,6,9,17,5,22,15
IndiGo,Kolkata,Banglore,CCU → NAG → BLR,325,1,5,24,18,5,23,30
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,800,2,6,6,5,55,19,15
IndiGo,Delhi,Cochin,DEL → HYD → COK,515,1,3,6,7,35,16,10
SpiceJet,Mumbai,Hyderabad,BOM → HYD,85,0,3,24,22,45,0,10
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,21,19,50,22,50
Air India,Banglore,New Delhi,BLR → CCU → BBI → DEL,630,2,3,21,5,50,16,20
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,27,17,45,20,45
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,5,27,22,50,1,20
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,725,2,6,3,7,10,19,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1330,1,5,24,6,30,4,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1330,1,4,1,6,30,4,40
IndiGo,Delhi,Cochin,DEL → COK,195,0,6,9,5,35,8,50
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,5,21,15,45,22,5
Air India,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,1470,3,5,6,10,0,10,30
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,255,1,4,6,6,15,10,30
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,5,12,17,0,23,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,890,1,3,27,10,45,1,35
IndiGo,Banglore,New Delhi,BLR → DEL,170,0,3,9,4,0,6,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,6,1,10,35,19,0
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,24,15,30,18,5
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,720,1,6,12,22,40,10,40
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,6,12,9,40,4,25
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1525,1,5,21,21,10,22,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,510,1,3,6,7,0,15,30
GoAir,Banglore,Delhi,BLR → DEL,175,0,4,3,7,45,10,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1200,1,6,12,14,5,10,5
SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,520,1,4,1,8,35,17,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,5,6,16,30,22,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,655,1,3,21,17,30,4,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,845,1,3,6,4,45,18,50
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1130,2,6,15,9,35,4,25
Air India,Kolkata,Banglore,CCU → BLR,150,0,6,18,14,15,16,45
GoAir,Kolkata,Banglore,CCU → AMD → BLR,460,1,3,24,16,25,0,5
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,435,1,6,12,10,20,17,35
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,6,1,18,55,22,0
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,5,27,10,35,21,0
Air India,Delhi,Cochin,DEL → COK,170,0,3,9,5,10,8,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,550,1,6,24,19,15,4,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,700,1,3,6,13,55,1,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,830,1,3,21,20,35,10,25
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4,6,15,15,17,45
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,340,1,3,6,5,45,11,25
IndiGo,Delhi,Cochin,DEL → BOM → COK,975,1,3,9,4,45,21,0
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4,6,7,10,10,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,540,1,6,9,10,0,19,0
Air Asia,Delhi,Cochin,DEL → BLR → COK,865,1,6,1,16,45,7,10
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,570,1,3,1,5,45,15,15
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,6,27,15,15,17,45
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1550,1,5,15,18,55,20,45
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,6,12,12,55,19,15
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6,21,7,10,10,5
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,6,3,21,20,22,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,940,1,6,1,20,55,12,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1225,1,3,3,8,0,4,25
Jet Airways,Delhi,Cochin,DEL → IXC → BOM → COK,1325,2,3,27,6,20,4,25
Air India,Delhi,Cochin,DEL → COK,185,0,6,6,18,5,21,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1215,1,6,9,8,25,4,40
GoAir,Kolkata,Banglore,CCU → AMD → BLR,455,1,6,9,16,40,0,15
Air India,Delhi,Cochin,DEL → COK,180,0,6,24,14,10,17,10
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,3,27,9,45,9,25
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,15,9,10,10,40
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,545,1,5,15,7,5,16,10
IndiGo,Delhi,Cochin,DEL → MAA → COK,325,1,6,12,2,0,7,25
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,545,1,6,15,7,5,16,10
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,3,9,19,40,21,10
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1270,1,6,9,21,50,19,0
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,6,18,15,15,17,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1485,1,6,9,18,15,19,0
GoAir,Banglore,Delhi,BLR → DEL,165,0,6,15,20,55,23,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,960,1,6,6,20,0,12,0
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,6,18,6,0,8,45
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,3,21,4,55,12,0
Air India,Kolkata,Banglore,CCU → BOM → BLR,905,1,6,6,16,50,7,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,440,1,3,6,11,30,18,50
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,4,9,6,55,9,30
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,4,9,5,55,7,40
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,6,24,17,45,20,5
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,5,24,11,35,14,0
GoAir,Banglore,Delhi,BLR → DEL,165,0,6,21,20,55,23,40
Jet Airways,Mumbai,Hyderabad,BOM → BDQ → DEL → HYD,1665,2,3,6,13,5,16,50
Vistara,Kolkata,Banglore,CCU → DEL → BLR,975,1,6,6,7,10,23,25
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,15,17,15,19,50
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1730,2,6,1,14,25,19,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,5,6,6,30,16,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,315,1,3,15,8,0,13,15
Air India,Delhi,Cochin,DEL → NAG → BOM → COK,1545,2,6,9,5,55,7,40
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1280,1,3,24,11,40,9,0
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,6,21,22,20,0,40
Air India,Banglore,New Delhi,BLR → VGA → HYD → DEL,655,2,3,3,10,30,21,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,550,1,6,3,19,15,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,995,1,3,21,2,15,18,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1325,1,6,24,20,55,19,0
Air India,Banglore,Delhi,BLR → DEL,165,0,6,21,17,0,19,45
SpiceJet,Banglore,Delhi,BLR → DEL,160,0,4,27,5,55,8,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,490,1,3,9,17,25,1,35
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,6,1,17,15,19,15
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5,6,2,55,4,20
GoAir,Banglore,Delhi,BLR → DEL,175,0,4,21,7,45,10,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,655,1,5,9,17,30,4,25
